S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
98,0.054,0.543,0.402,0.9676,0.09317564219236374,0.2048511803150177,0.7019731998443604, GOV20,Jay Martin ,Government department,4.0,1.0,Super laid-back gov 20 class. Took as a GE because I had no interest in the subject at all. Only downside was daily quizzes but definitely better than having huge exams to study for. Very easy class and good discussions in class.
99,0.117,0.732,0.15,0.5423,0.015730272978544235,0.0887085348367691,0.8955612182617188, GOV20,Jay Martin ,Government department,3.0,1.0,"I was someone that took gov in high school and had no interest in taking gov 20. if you are this person- jay martin is for you. he is the easiest prof i have ever had, yet he makes the class interesting for people that know a little about gov coming in. no hw, no papers, no final- just fill in the blank tests. easiest A ever"
100,0.0,0.583,0.417,0.6124,0.005281359422951937,0.07569427043199539,0.9190243482589722, GOV20,Jay Martin ,Government department,4.5,2.0,"good teacher, a little spacey, wants everyone to do well"
101,0.0,0.414,0.586,0.7947,0.0016647983575239778,0.013690496794879436,0.9846447110176086, GOV180E,Jay Martin ,Government department,4.0,2.0,Interesting prof with so many amazing stories!
102,0.019,0.619,0.362,0.9822,0.0028302865102887154,0.013026315718889236,0.9841433763504028, GOV20,Jay Martin ,Government department,4.0,2.0,Professor Martin is awesome.  I had virtually no interest in taking Gov 20 but it ended up being one of my favorite classes at CMC thanks to him.  The second half of the class was devoted to Supreme Court cases which was really interesting.  He is always available for help and give you his home phone number in case you need it.
103,0.0,0.753,0.247,0.9441,0.0019457004964351654,0.02001870796084404,0.978035569190979, CIV10,Jay Martin ,Government department,3.0,2.0,"Jay Martin was brought to CMC to create the CIV program, thus...it's natural that he's really good at teaching it.  You look at a lot of classic texts (I had read almost all of them  in HS). One page reaction paper due with each text.  Lots of interesting class discussion.  Has a super interesting life.  Very particular about Strunk & White."
104,0.039,0.667,0.294,0.9603,0.0026547652669250965,0.01856936886906624,0.9787757992744446, GOV20,Jay Martin ,Government department,4.5,2.0,"Best professor I've had at CMC to date. Highly knowledgeable, helpful, a good communicator, and a very kind person. You won't get nearly as much out of the course though w/o doing most of the readings. Lectures are chill, even funny at times. Office hours are great. Take him & you'll learn alot minus the stress & garbage assignments."
105,0.0,0.856,0.144,0.4926,0.10828220844268799,0.362454891204834,0.529262900352478, CIV10,Jay Martin ,Government department,3.0,3.0,His class is fairly easy (1 page paper a week) until the end.  Then he smacks you with a 20 page final!
106,0.0,0.821,0.179,0.7986,0.009833281859755516,0.05410413444042206,0.9360625743865967, GOV20,Jay Martin ,Government department,5.0,2.0,"He's a bowl of knowledge and an interesting guy, very helpful in office hours and only one midterm and then the final, if you do the readings you'll be fine, if you don't it's not going to be fun...class gets relatively long, but he's an interesting prof!"
107,0.0,0.751,0.249,0.4574,0.003682804061099887,0.02707160823047161,0.9692455530166626, GOV20,Jay Martin ,Government department,5.0,1.0,guy is sooo smart and knows so many random facts!
108,0.0,0.748,0.252,0.7964,0.0031944001093506813,0.027178457006812096,0.9696271419525146, CIV10,Jay Martin ,Government department,4.0,1.0,Be prepared to sleep in class and still come out with an A. The man has lead an amazing life and you'll certainly hear all about it.
109,0.034,0.563,0.403,0.9859,0.00219571590423584,0.009738246910274029,0.9880660772323608, AST66,Thomas Dershem ,Physics department,5.0,3.0,"I took astro for my science GE, but ended up really enjoying it! Tom is a great teacher with a fabulous sense of humor. There's no HW besides studying for the 4 exams (all MC, challenging but fair) and the material is fascinating. There are only 5 labs, which are relatively quick/easy, but you CANNOT miss any. Would definitely recommend the class!"
110,0.143,0.801,0.056,-0.4118,0.5732851624488831,0.31444522738456726,0.11226961761713028, ASTR066,Thomas Dershem ,Physics department,2.0,4.0,"Although I do think he was very nice and approachable, his lecture style was very convoluted and hard to follow. The test questions were also sometimes hard to follow/confusing. Overall, wouldn't recommend it if you're planning on taking it for your science requirement - was not an easy class at all"
111,0.0,0.629,0.371,0.9346,0.0015417662216350436,0.012728521600365639,0.9857296943664551, PHYS30LAB,Thomas Dershem ,Physics department,5.0,2.0,Professor Dershem is a great physics lab professor! He goes in great detail of physics concepts and helps you for the physics lab practical! Highly recommend- very chill person
112,0.036,0.593,0.371,0.8744,0.014378371648490429,0.07607468962669373,0.909546971321106, ASTR066,Thomas Dershem ,Physics department,3.5,1.0,Great Professor. Great and interesting Guy. Learned a lot surprisingly despite my lack of interest. Has some strange tests question choices but is mostly straight foward in what he wants on tests.
113,0.0,0.798,0.202,0.5873,0.005425883457064629,0.06588050723075867,0.9286935925483704, ASTRO066,Thomas Dershem ,Physics department,2.0,1.0,"His lecture is interesting and isn't difficult to understand. 4 exams were all made of multiple questions, and labs are very simple."
114,0.08,0.786,0.134,0.4213,0.0073502203449606895,0.029258327558636665,0.9633914828300476, ASTR66,Thomas Dershem ,Physics department,4.0,2.0,"His lectures and his tests are accurate, I have no idea what the last reviewer was talking about. If you are an intelligent  person the tests are not that difficult at all- I got an A without trying to hard. In spite of the fact that his lectures are all powerpoint presentations, this is probably one of the most interesting classes I've ever taken."
115,0.0,0.942,0.058,0.5106,0.7170048356056213,0.22884349524974823,0.054151687771081924, AST66,Thomas Dershem ,Physics department,1.0,5.0,"an absolute nightmare.  I took this class for fun and ended up correcting him on every detail nearly half the time.  His tests were inacurate and he expects you to do most the learning on your own.  His teaching style is designed for (dare I say?) a large state school, which is what Claremont is SO not about."
116,0.074,0.73,0.196,0.8547,0.014537801034748554,0.09985706955194473,0.8856051564216614, PHYS30LAB,Thomas Dershem ,Physics department,4.5,4.0,Prof Dershem seriously wants you to learn-- my group was the last to leave lab every time and he still kept his patience.  Very tough to get a good grade but if you ask for help he will give it to you!  A really nice guy!
117,0.157,0.843,0.0,-0.3678,0.48904189467430115,0.4644014239311218,0.04655667394399643, PHYS30LAB,Thomas Dershem ,Physics department,1.0,3.0,"umm yeah...my mother says if you have nothing nice to say, dont say anything at all, lets just leave it @ that"
118,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, PHYSICS30,Thomas Dershem ,Physics department,1.0,3.0,No Comments
119,0.0,0.493,0.507,0.9067,0.006822710391134024,0.03006785735487938,0.9631094336509705, RLST143,Stephen Davis ,Philosophy department,5.0,2.0,Great professor. Pretty interesting and not very difficult. Don't need to do any of the reading.
120,0.049,0.715,0.236,0.9068,0.003919090609997511,0.01806320622563362,0.9780176281929016, PHIL040,Stephen Davis ,Philosophy department,4.5,3.0,"Really fascinating class and professor.  He's super smart.  Very much a lecture, but he does ask for your ideas and opinions and really likes it when you speak up.  He's very thorough and works hard to present all sides without bias.  The tests and essays are hard- I recommend talking to him in his office hours beforehand."
121,0.055,0.771,0.174,0.7687,0.011796907521784306,0.08789137750864029,0.9003117680549622, PHIL30,Stephen Davis ,Philosophy department,4.5,2.0,"Davis is an excellent lecturer and a knowledgeable scholar of Philosophy.  He excels at presenting a relatively unbiased  , even-handed look at various historical philosophers.  The class is lecture based, but he does ask for student input. The course work is not particularly challenging, especially if you're interested in the subject matter."
122,0.093,0.605,0.302,0.8674,0.37668830156326294,0.39118069410324097,0.2321309894323349, PHIL200,Stephen Davis ,Philosophy department,5.0,4.0,Stephen Davis is a dedicated scholar and caring teacher. He addresses his students with respect but demands their best thinking. The only bad thing I can say is that he is retiring soon. I wish I could learn more from him.
123,0.167,0.736,0.097,-0.3338,0.27313539385795593,0.39083072543144226,0.3360338509082794, PHIL036,Stephen Davis ,Philosophy department,4.5,4.0,"Enjoyed his class. Learned a lot. However, I thought the way he graded the exams was quite unfair & unclear to students. Not a ton of work--2 5pg papers and 2 (tough) exams."
124,0.035,0.77,0.195,0.7857,0.014726275578141212,0.10763924568891525,0.8776345252990723, PHIL30,Stephen Davis ,Philosophy department,5.0,3.0,lectures are so clear & comprehensive that you don't need to read; just GO TO CLASS & take good notes. not an easy grader. knows a TON. open to student opinions but not much discussion - more focus on history of phil than student discussion. good class.
125,0.0,0.629,0.371,0.9794,0.003259815275669098,0.024759598076343536,0.9719805121421814, RLST143,Stephen Davis ,Philosophy department,5.0,3.0,"Davis is a GREAT lecturer and is always open to comments/questions, which he answers with clarity and respect. You hardly have to do the reading, because he just explains everything so well in class. He likes people who participate in the (minimal) discussions. I'd recommend him to anyone who likes a strong lecture class in an interesting subject!"
126,0.0,0.696,0.304,0.9449,0.006357924081385136,0.03686930984258652,0.9567728042602539, RLST43,Stephen Davis ,Philosophy department,4.5,2.0,"Great professor.  Knows his stuff.  He cleans up most of the reading in his lectures and makes it understandable.  He keeps the class pretty basic and not extremely demanding, though there's a decent amount of reading.  Good for a GE, and a great religion/philosophy professor."
127,0.019,0.848,0.133,0.8361,0.3558160662651062,0.37425264716148376,0.26993128657341003, PHIL170,Stephen Davis ,Philosophy department,3.0,5.0,"do NOT take this course to satisfy a GE or for an intro philosophy course. concepts are extremely hard to grasp and the reading is dense and circular. prof davis does a decent job explaining some of the material, but not all of it. he's a nice guy, though, and will help if you ask. if you're really into philosophy, this might be a class for you."
128,0.0,0.49,0.51,0.949,0.0022160429507493973,0.009751170873641968,0.9880328178405762, RLST093,Stephen Davis ,Philosophy department,5.0,3.0,"Davis is an amazing prof.  He's entertaining, engaging, and really seems to care about the students.  He's just generally a great guy"
